,PLAYER,AFFILIATION,OVERALL PICK,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,HEIGHT,WEIGHT,POSITION,ROTY,CENTER,FORWARD,GUARD,ROOKIE
347,Jan Vesely,KK Partizan (Serbia),6,WAS,57,18.9,4.7,2.1,3.8,53.7,0.0,0.0,0.0,0.6,1.1,53.2,1.8,2.6,4.4,0.8,1.1,0.7,0.6,2.7,2.13,110.0,Forward,0,0,1,0,0
348,Bismack Biyombo,Baloncesto Fuenlabrada (Spain),7,CHA,63,23.1,5.2,2.0,4.4,46.4,0.0,0.0,0.0,1.1,2.3,48.3,1.8,4.0,5.8,0.4,1.1,0.3,1.8,2.3,2.03,116.0,Center,0,1,0,0,0
349,Kemba Walker,Connecticut,9,CHA,66,27.2,12.1,4.3,11.6,36.6,1.0,3.4,30.5,2.5,3.2,78.9,0.5,3.1,3.5,4.4,1.8,0.9,0.3,1.2,1.83,83.0,Guard,0,0,0,1,0
350,Jimmer Fredette,Brigham Young,10,SAC,61,18.6,7.6,2.8,7.3,38.6,1.3,3.5,36.1,0.7,0.8,83.3,0.3,0.9,1.2,1.8,1.1,0.5,0.0,1.2,1.88,88.0,Guard,0,0,0,1,0
351,Klay Thompson,Washington State,11,GSW,66,24.4,12.5,4.8,10.9,44.3,1.7,4.1,41.4,1.2,1.4,86.8,0.4,2.1,2.4,2.0,1.6,0.7,0.3,2.3,1.98,100.0,Guard,0,0,0,1,0
352,Alec Burks,Colorado,12,UTA,59,15.9,7.2,2.6,6.1,42.9,0.3,0.8,33.3,1.8,2.4,72.7,1.0,1.3,2.2,0.9,0.9,0.5,0.1,1.4,1.98,97.0,Guard,0,0,0,1,0
353,Markieff Morris,Kansas,13,PHX,63,19.5,7.4,2.8,6.9,39.9,0.7,2.0,34.7,1.2,1.7,71.7,1.1,3.3,4.4,1.0,1.1,0.7,0.7,2.8,2.06,111.0,Forward,0,0,1,0,0
354,Marcus Morris Sr.,Kansas,14,HOU,17,7.4,2.4,0.9,3.2,29.6,0.1,1.0,11.8,0.4,0.5,75.0,0.3,0.6,0.9,0.2,0.2,0.1,0.1,0.7,2.03,99.0,Forward,0,0,1,0,0
355,Kawhi Leonard,San Diego State,15,SAS,64,24.0,7.9,3.1,6.3,49.3,0.6,1.7,37.6,1.1,1.4,77.3,1.6,3.5,5.1,1.1,0.7,1.3,0.4,1.4,2.01,102.0,Forward,0,0,1,0,0
356,Nikola Vucevic,Southern California,16,PHI,51,15.9,5.5,2.6,5.7,45.0,0.1,0.2,37.5,0.4,0.7,52.9,1.7,3.1,4.8,0.6,0.6,0.4,0.7,2.2,2.08,118.0,Center,0,1,0,0,0
357,Chris Singleton,Florida State,18,WAS,66,21.7,4.6,1.8,4.7,37.2,0.7,1.9,34.6,0.5,0.7,68.2,0.7,2.9,3.5,0.7,0.6,1.1,0.5,2.7,2.06,103.0,Forward,0,0,1,0,0
358,Tobias Harris,Tennessee,19,MIL,42,11.4,5.0,1.9,4.0,46.7,0.1,0.5,26.1,1.0,1.3,81.5,0.7,1.7,2.4,0.5,0.7,0.3,0.2,1.1,2.01,103.0,Forward,0,0,1,0,0
359,Donatas Motiejunas,Universo Treviso Basket (Italy),20,HOU,44,12.2,5.7,2.2,4.8,45.5,0.5,1.9,28.9,0.7,1.2,62.7,0.8,1.3,2.1,0.7,0.8,0.2,0.2,1.7,2.13,100.0,Forward-Center,0,1,1,0,0
360,Nolan Smith,Duke,21,POR,44,12.3,3.8,1.5,4.1,37.2,0.3,1.0,28.9,0.5,0.6,71.4,0.4,0.9,1.3,1.4,1.0,0.4,0.1,1.3,1.88,84.0,Guard,0,0,0,1,0
361,Kenneth Faried,Morehead State,22,DEN,46,22.5,10.2,3.9,6.7,58.6,0.0,0.0,0.0,2.4,3.6,66.5,3.1,4.6,7.7,0.8,1.2,0.7,1.0,2.5,2.03,100.0,Forward-Center,0,1,1,0,0
362,Nikola Mirotic,Real Madrid Baloncesto (Spain),23,CHI,82,20.2,10.2,3.1,7.6,40.5,1.2,3.8,31.6,2.8,3.5,80.3,0.8,4.2,4.9,1.2,1.1,0.7,0.7,2.1,2.08,113.0,Forward,0,0,1,0,0
363,Reggie Jackson,Boston College,24,OKC,45,11.1,3.1,1.1,3.5,32.1,0.3,1.4,21.0,0.6,0.6,86.2,0.3,0.9,1.2,1.6,0.8,0.6,0.0,0.7,1.88,94.0,Guard,0,0,0,1,0
364,Jordan Hamilton,Texas,26,DEN,26,9.9,4.4,1.8,4.3,43.2,0.7,1.8,36.2,0.1,0.2,40.0,0.4,2.0,2.4,0.8,0.6,0.2,0.1,0.6,2.01,100.0,Guard-Forward,0,0,1,1,0
365,JaJuan Johnson,Purdue,27,BOS,36,8.3,3.2,1.5,3.4,44.6,0.0,0.0,0.0,0.2,0.3,66.7,0.6,1.1,1.6,0.2,0.4,0.1,0.4,0.7,2.08,100.0,Forward,0,0,1,0,0
366,Norris Cole,Cleveland State,28,MIA,65,19.4,6.8,2.7,6.9,39.3,0.3,1.2,27.6,1.0,1.3,77.6,0.3,1.1,1.4,2.0,1.6,0.7,0.0,1.9,1.88,79.0,Guard,0,0,0,1,0
367,Cory Joseph,Texas,29,SAS,29,9.2,2.0,0.8,2.4,31.4,0.1,0.5,20.0,0.4,0.6,64.7,0.2,0.7,0.9,1.2,0.4,0.2,0.1,0.6,1.91,91.0,Guard,0,0,0,1,0
368,Jimmy Butler,Marquette,30,CHI,42,8.5,2.6,0.8,1.9,40.5,0.0,0.3,18.2,1.0,1.3,76.8,0.5,0.8,1.3,0.3,0.3,0.3,0.1,0.5,2.01,104.0,Forward,0,0,1,0,0
369,Bojan Bogdanovic,KK Partizan (Serbia),31,BKN,78,23.8,9.0,3.3,7.4,45.3,1.2,3.3,35.5,1.1,1.4,82.1,0.6,2.1,2.7,0.9,1.0,0.4,0.1,1.3,2.01,103.0,Forward,0,0,1,0,0
370,Kyle Singler,Duke,33,DET,82,28.0,8.8,3.4,7.8,42.8,0.9,2.4,35.0,1.2,1.5,80.6,1.3,2.7,4.0,0.9,1.2,0.7,0.5,2.6,2.03,103.0,Forward,0,0,1,0,0
371,Shelvin Mack,Butler,34,WAS,64,12.2,3.6,1.4,3.4,40.0,0.2,0.7,28.6,0.7,0.9,71.2,0.2,1.3,1.4,2.0,0.8,0.4,0.0,0.8,1.91,92.0,Guard,0,0,0,1,0
372,Jordan Williams,Maryland,36,NJN,43,14.8,4.6,1.8,3.5,50.7,0.0,0.0,0.0,1.0,1.5,65.2,1.5,2.1,3.6,0.3,0.5,0.5,0.3,1.4,2.08,118.0,Center,0,1,0,0,0
373,Trey Thompkins,Georgia,37,LAC,24,5.0,2.4,1.0,2.5,39.3,0.2,0.5,30.8,0.2,0.3,71.4,0.2,0.8,1.0,0.1,0.3,0.1,0.1,0.4,2.08,111.0,Forward,0,0,1,0,0
374,Jeremy Tyler,Tokyo Apache (Japan),39,GSW,42,13.5,4.9,2.1,5.0,42.1,0.0,0.0,0.0,0.7,1.2,55.8,1.3,2.0,3.3,0.4,0.9,0.4,0.5,2.0,2.08,113.0,Forward,0,0,1,0,0
375,Jon Leuer,Wisconsin,40,MIL,46,12.1,4.7,2.1,4.2,50.8,0.1,0.2,33.3,0.5,0.6,75.0,1.0,1.6,2.6,0.5,0.4,0.3,0.4,1.5,2.08,103.0,Forward,0,0,1,0,0
376,Darius Morris,Michigan,41,LAL,19,8.9,2.4,0.9,2.2,42.9,0.2,0.5,44.4,0.3,0.5,66.7,0.1,0.7,0.8,1.1,1.0,0.1,0.0,0.8,1.93,88.0,Guard,0,0,0,1,0
377,Davis Bertans,KK Olimpija (Slovenia),42,SAS,67,12.1,4.5,1.5,3.5,44.0,1.0,2.6,39.9,0.4,0.5,82.4,0.3,1.1,1.5,0.7,0.5,0.3,0.4,1.1,2.08,102.0,Forward,0,0,1,0,0
378,Charles Jenkins,Hofstra,44,GSW,51,17.5,5.8,2.5,5.7,44.7,0.1,0.4,15.0,0.7,0.8,87.2,0.2,1.2,1.3,3.3,1.2,0.6,0.1,1.7,1.91,98.0,Guard,0,0,0,1,0
379,Josh Harrellson,Kentucky,45,NYK,37,14.6,4.4,1.7,4.0,42.3,0.5,1.6,33.9,0.4,0.7,61.5,1.3,2.6,3.9,0.3,0.5,0.6,0.5,1.3,2.08,125.0,Forward-Center,0,1,1,0,0
380,Andrew Goudelock,College of Charleston,46,LAL,40,10.5,4.4,1.7,4.4,39.1,0.7,1.9,37.3,0.3,0.3,91.7,0.1,0.7,0.8,0.5,0.5,0.1,0.0,0.8,1.91,91.0,Guard,0,0,0,1,0
381,Lavoy Allen,Temple,50,PHI,41,15.2,4.1,1.9,4.1,47.3,0.0,0.0,0.0,0.3,0.3,78.6,1.1,3.0,4.2,0.8,0.5,0.3,0.4,1.8,2.06,118.0,Forward-Center,0,1,1,0,0
382,Vernon Macklin,Florida,52,DET,23,5.9,2.0,0.8,1.5,54.3,0.0,0.0,0.0,0.3,0.6,57.1,0.6,0.9,1.5,0.2,0.1,0.2,0.2,0.4,2.08,103.0,Forward,0,0,1,0,0
383,DeAndre Liggins,Kentucky,53,ORL,17,6.8,1.9,0.7,1.5,48.0,0.0,0.2,0.0,0.5,1.1,47.4,0.4,0.5,0.9,0.3,0.6,0.4,0.0,0.4,1.98,95.0,Guard,0,0,0,1,0
384,E'Twaun Moore,Purdue,55,BOS,38,8.7,2.9,1.1,3.0,38.1,0.4,1.2,37.8,0.2,0.2,100.0,0.1,0.8,0.9,0.9,0.6,0.3,0.1,0.9,1.91,87.0,Guard,0,0,0,1,0
385,Isaiah Thomas,Washington,60,SAC,65,25.5,11.5,3.9,8.8,44.8,1.3,3.4,37.9,2.4,2.8,83.2,0.7,1.8,2.6,4.1,1.6,0.8,0.1,1.9,1.75,84.0,Guard,0,0,0,1,0
386,Anthony Davis,Kentucky,1,NOH,64,28.8,13.5,5.5,10.6,51.6,0.0,0.1,0.0,2.6,3.5,75.1,2.6,5.6,8.2,1.0,1.4,1.2,1.8,2.5,2.08,115.0,Forward-Center,0,1,1,0,0
387,Michael Kidd-Gilchrist,Kentucky,2,CHA,78,26.0,9.0,3.6,7.9,45.8,0.0,0.1,22.2,1.8,2.4,74.9,1.7,4.2,5.8,1.5,1.3,0.7,0.9,2.1,1.98,105.0,Forward,0,0,1,0,0
388,Bradley Beal,Florida,3,WAS,56,31.2,13.9,5.0,12.3,41.0,1.6,4.2,38.6,2.2,2.8,78.6,0.8,3.0,3.8,2.4,1.6,0.9,0.5,2.0,1.93,94.0,Guard,0,0,0,1,0
389,Dion Waiters,Syracuse,4,CLE,61,28.8,14.7,5.5,13.4,41.2,1.0,3.3,31.0,2.6,3.5,74.6,0.4,2.1,2.4,3.0,2.0,1.0,0.3,1.9,1.91,95.0,Guard,0,0,0,1,0
390,Thomas Robinson,Kansas,5,SAC,51,15.9,4.8,2.0,4.8,42.4,0.0,0.0,0.0,0.8,1.4,57.7,1.8,2.9,4.7,0.7,1.3,0.5,0.4,1.9,2.08,108.0,Forward,0,0,1,0,0
391,Damian Lillard,Weber State,6,POR,82,38.6,19.0,6.7,15.7,42.9,2.3,6.1,36.8,3.3,3.9,84.4,0.5,2.6,3.1,6.5,3.0,0.9,0.2,2.1,1.88,88.0,Guard,1,0,0,1,0
392,Harrison Barnes,North Carolina,7,GSW,81,25.4,9.2,3.4,7.8,43.9,0.6,1.8,35.9,1.8,2.3,75.8,0.7,3.5,4.1,1.2,1.2,0.6,0.2,1.7,2.03,102.0,Forward,0,0,1,0,0
393,Terrence Ross,Washington,8,TOR,73,17.0,6.4,2.5,6.3,40.7,0.9,2.7,33.2,0.4,0.6,71.4,0.5,1.5,2.0,0.7,0.7,0.6,0.2,1.7,1.98,93.0,Guard-Forward,0,0,1,1,0
394,Andre Drummond,Connecticut,9,DET,60,20.7,7.9,3.5,5.7,60.8,0.0,0.0,50.0,1.0,2.7,37.1,2.8,4.8,7.6,0.5,1.0,1.0,1.6,2.4,2.08,127.0,Center,0,1,0,0,0
395,Austin Rivers,Duke,10,NOH,61,23.2,6.2,2.4,6.4,37.2,0.5,1.4,32.6,1.0,1.8,54.6,0.3,1.5,1.8,2.1,1.2,0.4,0.1,2.0,1.93,91.0,Guard,0,0,0,1,0
396,Jeremy Lamb,Connecticut,12,OKC,23,6.4,3.1,1.0,3.0,35.3,0.4,1.3,30.0,0.6,0.6,100.0,0.2,0.6,0.8,0.2,0.3,0.1,0.1,0.6,1.96,82.0,Guard-Forward,0,0,1,1,0
397,Kendall Marshall,North Carolina,13,PHX,48,14.6,3.0,1.2,3.1,37.1,0.5,1.5,31.5,0.2,0.3,57.1,0.1,0.8,0.9,3.0,1.2,0.5,0.1,1.0,1.93,91.0,Guard,0,0,0,1,0
398,John Henson,North Carolina,14,MIL,63,13.1,6.0,2.6,5.3,48.2,0.0,0.0,0.0,0.9,1.7,53.3,1.8,2.9,4.7,0.5,0.7,0.3,0.7,1.3,2.06,99.0,Forward-Center,0,1,1,0,0
399,Maurice Harkless,St. John's (NY),15,ORL,76,26.0,8.2,3.4,7.4,46.1,0.4,1.5,27.4,1.0,1.7,57.0,1.6,2.8,4.4,0.7,0.9,1.2,0.8,1.9,2.01,100.0,Forward-Guard,0,0,1,1,0
400,Tyler Zeller,North Carolina,17,CLE,77,26.4,7.9,3.2,7.3,43.8,0.0,0.1,0.0,1.6,2.0,76.4,2.1,3.6,5.7,1.2,1.2,0.5,0.9,3.3,2.11,113.0,Forward-Center,0,1,1,0,0
401,Andrew Nicholson,St. Bonaventure,19,ORL,75,16.7,7.8,3.4,6.5,52.7,0.0,0.0,0.0,1.0,1.3,79.8,0.9,2.5,3.4,0.6,1.1,0.3,0.4,1.8,2.06,113.0,Forward,0,0,1,0,0
402,Evan Fournier,Poitiers Basket 86 (France),20,DEN,38,11.3,5.3,2.0,4.0,49.3,0.6,1.4,40.7,0.8,1.0,76.9,0.2,0.8,0.9,1.2,0.8,0.5,0.0,1.7,1.98,93.0,Guard-Forward,0,0,1,1,0
403,Fab Melo,Syracuse,22,BOS,6,6.0,1.2,0.5,1.0,50.0,0.0,0.0,0.0,0.2,0.7,25.0,0.0,0.5,0.5,0.0,0.2,0.3,0.3,1.2,2.13,116.0,Center,0,1,0,0,0
404,John Jenkins,Vanderbilt,23,ATL,61,14.8,6.1,2.1,4.8,44.6,0.9,2.3,38.4,1.0,1.1,84.3,0.3,1.3,1.5,0.9,0.7,0.2,0.2,0.6,1.93,98.0,Guard,0,0,0,1,0
405,Tony Wroten,Washington,25,MEM,35,7.8,2.6,0.9,2.5,38.4,0.1,0.5,25.0,0.6,0.8,72.4,0.4,0.4,0.8,1.2,0.8,0.2,0.1,1.0,1.98,93.0,Guard,0,0,0,1,0
406,Miles Plumlee,Duke,26,IND,14,3.9,0.9,0.4,1.5,23.8,0.0,0.0,0.0,0.2,0.3,75.0,0.9,0.7,1.6,0.1,0.2,0.0,0.2,0.4,2.11,113.0,Center,0,1,0,0,0
407,Arnett Moultrie,Mississippi State,27,PHI,47,11.5,3.7,1.7,2.9,58.2,0.0,0.0,0.0,0.4,0.6,64.3,1.6,1.5,3.1,0.2,0.4,0.4,0.2,0.9,2.08,109.0,Forward,0,0,1,0,0
408,Perry Jones III,Baylor,28,OKC,38,7.4,2.3,1.0,2.6,39.4,0.0,0.1,0.0,0.3,0.4,66.7,0.3,1.3,1.6,0.3,0.4,0.1,0.2,0.6,2.11,107.0,Forward,0,0,1,0,0
409,Marquis Teague,Kentucky,29,CHI,48,8.2,2.1,0.9,2.4,38.1,0.1,0.5,17.4,0.2,0.3,56.3,0.1,0.9,0.9,1.3,0.7,0.2,0.1,1.0,1.88,86.0,Guard,0,0,0,1,0
410,Festus Ezeli,Vanderbilt,30,GSW,78,14.4,2.4,0.9,2.2,43.8,0.0,0.0,0.0,0.6,1.0,53.1,1.8,2.2,4.0,0.3,0.8,0.3,0.9,2.0,2.11,120.0,Center,0,1,0,0,0
411,Tomas Satoransky,CB Sevilla (Spain),32,WAS,57,12.6,2.7,1.1,2.6,41.5,0.2,0.6,24.3,0.4,0.6,69.7,0.4,1.0,1.5,1.6,0.7,0.5,0.1,1.1,2.01,95.0,Guard,0,0,0,1,0
412,Bernard James,Florida State,33,DAL,46,9.9,2.8,1.2,2.2,51.5,0.0,0.0,0.0,0.5,0.9,61.0,1.1,1.7,2.8,0.1,0.4,0.3,0.8,1.4,2.08,107.0,Center,0,1,0,0,0
413,Jae Crowder,Marquette,34,DAL,78,17.3,5.0,1.8,4.7,38.4,0.8,2.5,32.8,0.6,0.9,64.4,0.4,1.9,2.4,1.2,0.6,0.8,0.2,1.6,1.98,107.0,Forward,0,0,1,0,0
414,Draymond Green,Michigan State,35,GSW,79,13.4,2.9,1.1,3.3,32.7,0.2,0.8,20.9,0.6,0.7,81.8,0.7,2.6,3.3,0.7,0.6,0.5,0.3,2.0,1.98,104.0,Forward,0,0,1,0,0
415,Quincy Miller,Baylor,38,DEN,7,3.7,1.3,0.6,1.7,33.3,0.0,0.1,0.0,0.1,0.3,50.0,0.1,0.1,0.3,0.4,0.1,0.1,0.0,0.4,2.06,95.0,Forward,0,0,1,0,0
416,Khris Middleton,Texas A&M,39,DET,27,17.6,6.1,2.3,5.2,44.0,0.5,1.7,31.1,1.0,1.2,84.4,0.1,1.7,1.9,1.0,0.4,0.6,0.1,2.0,2.01,101.0,Forward,0,0,1,0,0
417,Will Barton,Memphis,40,POR,73,12.2,4.0,1.6,4.2,38.2,0.1,0.9,13.8,0.7,0.9,76.9,0.5,1.5,2.0,0.8,0.8,0.5,0.1,0.8,1.96,82.0,Guard,0,0,0,1,0
418,Doron Lamb,Kentucky,42,MIL,23,12.2,3.4,1.4,4.1,34.7,0.2,0.7,25.0,0.3,0.7,53.3,0.1,0.6,0.7,0.9,0.7,0.3,0.0,1.2,1.93,91.0,Guard,0,0,0,1,0
419,Mike Scott,Virginia,43,ATL,40,9.4,4.6,1.8,3.7,47.6,0.0,0.0,0.0,1.1,1.4,76.8,1.0,1.8,2.8,0.3,0.5,0.1,0.1,0.8,2.01,108.0,Forward,0,0,1,0,0
420,Kim English,Missouri,44,DET,41,9.9,2.9,1.0,2.7,37.5,0.3,1.2,28.0,0.5,0.7,72.4,0.2,0.7,0.9,0.6,0.5,0.4,0.1,1.1,1.98,91.0,Guard,0,0,0,1,0
421,Justin Hamilton,Louisiana State,45,CHA,1,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.13,116.0,Center,0,1,0,0,0
422,Kevin Murphy,Tennessee Tech,47,UTA,17,3.1,0.9,0.4,1.6,25.0,0.1,0.3,20.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.1,0.0,0.2,1.98,84.0,Guard,0,0,0,1,0
423,Kyle O'Quinn,Norfolk State,49,ORL,57,11.2,4.1,1.8,3.5,51.3,0.0,0.0,0.0,0.5,0.8,66.7,1.1,2.5,3.7,0.9,0.6,0.2,0.5,1.9,2.06,113.0,Center-Forward,0,1,1,0,0
424,Kris Joseph,Syracuse,51,BOS,6,3.9,1.2,0.3,1.8,18.2,0.0,0.3,0.0,0.5,0.7,75.0,0.2,0.7,0.8,0.2,0.3,0.0,0.0,0.3,2.01,95.0,Forward,0,0,1,0,0
425,Ognjen Kuzmic,CB Axarquia (Spain),52,GSW,21,4.4,0.7,0.2,0.6,38.5,0.0,0.0,0.0,0.2,0.5,45.5,0.5,0.5,1.0,0.1,0.5,0.1,0.2,0.8,2.13,118.0,Center,0,1,0,0,0
426,Furkan Aldemir,Galatasaray S.K. (Turkey),53,PHI,41,13.2,2.3,1.0,1.9,51.3,0.0,0.1,0.0,0.3,0.7,48.1,1.9,2.4,4.3,0.7,0.4,0.4,0.4,2.3,2.08,109.0,Forward-Center,0,1,1,0,0
427,Robbie Hummel,Purdue,58,MIN,53,12.4,3.4,1.3,3.3,37.9,0.6,1.7,36.0,0.3,0.3,93.8,0.7,1.8,2.5,0.4,0.2,0.3,0.0,1.1,2.06,99.0,Forward,0,0,1,0,0
428,Robert Sacre,Gonzaga,60,LAL,32,6.4,1.3,0.6,1.5,37.5,0.0,0.0,0.0,0.2,0.3,63.6,0.3,0.8,1.1,0.2,0.3,0.0,0.3,1.2,2.13,122.0,Center,0,1,0,0,0
429,Victor Oladipo,Indiana,2,ORL,80,31.1,13.8,4.9,11.7,41.9,0.9,2.8,32.7,3.1,4.0,78.0,0.5,3.6,4.1,4.1,3.2,1.6,0.5,2.6,1.93,97.0,Guard,0,0,0,1,0
430,Otto Porter Jr.,Georgetown,3,WAS,37,8.6,2.1,0.9,2.5,36.3,0.1,0.6,19.0,0.2,0.3,66.7,0.6,1.0,1.5,0.3,0.4,0.2,0.0,0.7,2.03,90.0,Forward,0,0,1,0,0
431,Cody Zeller,Indiana,4,CHA,82,17.3,6.0,2.1,4.9,42.6,0.0,0.0,0.0,1.8,2.4,73.0,1.4,2.9,4.3,1.1,1.1,0.5,0.5,2.1,2.11,109.0,Forward-Center,0,1,1,0,0
432,Alex Len,Maryland,5,PHX,42,8.6,2.0,0.8,1.9,42.3,0.0,0.0,0.0,0.5,0.7,64.5,0.9,1.4,2.4,0.1,0.6,0.1,0.4,1.6,2.13,113.0,Center,0,1,0,0,0
433,Nerlens Noel,Kentucky,6,PHI,75,30.8,9.9,4.0,8.7,46.2,0.0,0.0,0.0,1.9,3.1,60.9,2.5,5.7,8.1,1.7,1.9,1.8,1.9,2.8,2.11,100.0,Center-Forward,0,1,1,0,0
434,Ben McLemore,Kansas,7,SAC,82,26.7,8.8,3.1,8.3,37.6,1.2,3.6,32.0,1.4,1.7,80.4,0.6,2.2,2.9,1.0,1.2,0.5,0.2,2.5,1.91,88.0,Guard,0,0,0,1,0
435,Kentavious Caldwell-Pope,Georgia,8,DET,80,19.8,5.9,2.3,5.8,39.6,0.7,2.3,31.9,0.6,0.8,77.0,0.5,1.5,2.0,0.7,0.4,0.9,0.2,1.8,1.96,93.0,Guard,0,0,0,1,0
436,Trey Burke,Michigan,9,UTA,70,32.3,12.8,4.9,12.8,38.0,1.6,4.8,33.0,1.5,1.6,90.3,0.5,2.4,3.0,5.7,1.9,0.6,0.1,2.1,1.83,84.0,Guard,0,0,0,1,0
437,CJ McCollum,Lehigh,10,POR,38,12.5,5.3,1.9,4.7,41.6,0.8,2.1,37.5,0.6,0.9,67.6,0.2,1.1,1.3,0.7,0.9,0.4,0.1,1.4,1.91,86.0,Guard,0,0,0,1,0
438,Michael Carter-Williams,Syracuse,11,PHI,70,34.5,16.7,6.1,15.1,40.5,0.8,3.0,26.4,3.7,5.2,70.3,1.4,4.8,6.2,6.3,3.5,1.9,0.6,3.0,1.96,86.0,Guard,1,0,0,1,0
439,Steven Adams,Pittsburgh,12,OKC,81,14.8,3.3,1.1,2.3,50.3,0.0,0.0,0.0,1.0,1.7,58.1,1.8,2.3,4.1,0.5,0.9,0.5,0.7,2.5,2.11,120.0,Center,0,1,0,0,0
440,Kelly Olynyk,Gonzaga,13,BOS,70,20.0,8.7,3.3,7.2,46.6,0.6,1.6,35.1,1.4,1.7,81.1,2.0,3.2,5.2,1.6,1.5,0.5,0.4,3.2,2.11,109.0,Forward-Center,0,1,1,0,0
441,Shabazz Muhammad,California-Los Angeles,14,MIN,37,7.8,3.9,1.5,3.4,46.0,0.1,0.3,27.3,0.7,1.1,65.0,0.6,0.8,1.4,0.2,0.4,0.2,0.0,0.6,1.98,100.0,Guard-Forward,0,0,1,1,0
442,Giannis Antetokounmpo,Basket Zaragoza 2002 (Spain),15,MIL,77,24.6,6.8,2.2,5.4,41.4,0.5,1.5,34.7,1.8,2.6,68.3,1.0,3.4,4.4,1.9,1.6,0.8,0.8,2.2,2.11,110.0,Forward,0,0,1,0,0
443,Lucas Nogueira,CB Estudiantes (Spain),16,TOR,6,3.8,1.0,0.3,1.3,25.0,0.0,0.0,0.0,0.3,0.7,50.0,0.3,1.5,1.8,0.2,0.3,0.3,0.0,1.0,2.13,100.0,Center,0,1,0,0,0
444,Dennis Schroder,Basketball Lowen Braunschweig (Germany),17,ATL,49,13.1,3.7,1.5,3.8,38.3,0.2,0.9,23.8,0.6,0.9,67.4,0.1,1.1,1.2,1.9,1.2,0.3,0.0,1.1,1.85,78.0,Guard,0,0,0,1,0
445,Shane Larkin,Miami (FL),18,DAL,48,10.2,2.8,1.1,2.9,38.0,0.3,0.8,31.6,0.3,0.5,64.0,0.2,0.6,0.9,1.5,0.8,0.5,0.0,1.0,1.8,79.0,Guard,0,0,0,1,0
446,Sergey Karasev,B.C. Zenit Saint Petersburg (Russia),19,CLE,22,7.1,1.7,0.5,1.6,34.3,0.2,0.9,21.1,0.4,0.5,90.0,0.0,0.7,0.7,0.3,0.5,0.1,0.0,1.0,2.01,94.0,Guard-Forward,0,0,1,1,0
447,Tony Snell,New Mexico,20,CHI,77,16.0,4.5,1.7,4.4,38.4,0.7,2.3,32.0,0.4,0.5,75.6,0.2,1.4,1.6,0.9,0.6,0.4,0.2,1.1,1.98,97.0,Guard,0,0,0,1,0
448,Gorgui Dieng,Louisville,21,MIN,60,13.6,4.8,1.9,3.8,49.8,0.0,0.0,100.0,1.0,1.6,63.4,1.7,3.3,5.0,0.7,0.9,0.5,0.8,1.8,2.08,112.0,Center,0,1,0,0,0
449,Mason Plumlee,Duke,22,BKN,70,18.2,7.4,2.8,4.3,65.9,0.0,0.0,0.0,1.7,2.8,62.6,1.4,3.0,4.4,0.9,1.1,0.7,0.8,2.4,2.11,115.0,Forward-Center,0,1,1,0,0
450,Tim Hardaway Jr.,Michigan,24,NYK,81,23.2,10.2,3.6,8.5,42.8,1.6,4.4,36.3,1.3,1.6,82.8,0.2,1.3,1.5,0.8,0.6,0.5,0.1,1.8,1.96,93.0,Guard-Forward,0,0,1,1,0
451,Reggie Bullock,North Carolina,25,LAC,43,9.2,2.7,1.0,2.8,35.5,0.5,1.7,30.1,0.2,0.2,77.8,0.3,1.0,1.3,0.3,0.3,0.2,0.0,0.6,1.98,93.0,Guard-Forward,0,0,1,1,0
452,Rudy Gobert,Cholet Basket (France),27,UTA,45,9.6,2.3,0.8,1.6,48.6,0.0,0.0,0.0,0.7,1.4,49.2,1.1,2.3,3.4,0.2,0.7,0.2,0.9,1.3,2.16,117.0,Center,0,1,0,0,0
453,Archie Goodwin,Kentucky,29,PHX,52,10.2,3.7,1.5,3.2,45.5,0.1,0.7,13.9,0.7,1.1,67.3,0.5,1.2,1.7,0.4,0.8,0.4,0.2,0.9,1.96,93.0,Guard,0,0,0,1,0
454,Nemanja Nedovic,BC Lietuvos rytas (Lithuania),30,GSW,24,5.9,1.1,0.3,1.6,20.5,0.1,0.8,16.7,0.3,0.3,87.5,0.1,0.5,0.6,0.5,0.5,0.0,0.0,0.5,1.91,87.0,Guard,0,0,0,1,0
455,Carrick Felix,Arizona State,33,CLE,7,5.4,2.7,1.0,2.0,50.0,0.3,0.7,40.0,0.4,0.6,75.0,0.1,0.7,0.9,0.6,0.6,0.0,0.0,0.6,1.98,91.0,Guard-Forward,0,0,1,1,0
456,Grant Jerrett,Arizona,40,OKC,5,5.0,1.4,0.6,3.4,17.6,0.2,2.6,7.7,0.0,0.0,0.0,0.2,0.6,0.8,0.2,0.4,0.0,0.4,1.4,2.08,105.0,Forward,0,0,1,0,0
457,Jamaal Franklin,San Diego State,41,MEM,21,7.7,1.9,0.8,1.9,41.0,0.2,0.5,45.5,0.1,0.1,100.0,0.2,0.9,1.1,0.3,0.5,0.2,0.1,1.1,1.96,87.0,Guard,0,0,0,1,0
