,PLAYER,ROOKIE,ROTY,FTM,AST,STL,OREB,GP,BLK,PF,ThreePA,FTPercent,ThreePPercent,GUARD,FORWARD,WEIGHT,HEIGHT,CENTER,YEAR,OVERALL PICK,FTRate,TSPercent
840,Greg Brown III,0,0,0.9,0.7,0.5,0.8,48.0,0.5,1.9,1.3,67.7,31.1,0,1,93.0,2.01,0,2021,43,0.35,0.5037513397642015
841,Kessler Edwards,0,0,0.3,0.6,0.6,0.9,48.0,0.5,1.8,2.8,84.2,35.3,0,1,92.0,2.01,0,2021,44,0.07142857142857144,0.5094991364421416
842,Dalano Banton,0,0,0.4,1.5,0.4,0.6,64.0,0.2,1.1,0.8,59.1,25.5,0,1,93.0,2.01,0,2021,46,0.21874999999999997,0.45293701344656756
843,David Johnson,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,1,0,92.0,1.93,0,2021,47,0.0,0.0
844,Sharife Cooper,0,0,0.0,0.4,0.0,0.0,13.0,0.0,0.1,0.5,0.0,16.7,1,0,80.0,1.85,0,2021,48,0.0,0.22727272727272727
845,Brandon Boston,0,0,1.2,1.0,0.5,0.3,51.0,0.3,0.8,2.2,81.9,30.6,1,0,85.0,1.98,0,2021,51,0.21874999999999997,0.4741684359518754
846,Luka Garza,0,0,1.2,0.6,0.3,1.8,32.0,0.2,1.7,1.5,62.3,32.7,0,0,110.0,2.08,1,2021,52,0.41304347826086957,0.5270331667423899
847,Charles Bassey,0,0,0.4,0.3,0.2,1.0,23.0,0.7,1.4,0.2,75.0,0.0,0,1,104.0,2.06,1,2021,53,0.25,0.670391061452514
848,Sandro Mamukelashvili,0,0,0.4,0.5,0.2,0.9,41.0,0.2,0.7,1.3,81.8,42.3,0,1,109.0,2.06,1,2021,54,0.17857142857142858,0.6255144032921811
849,Aaron Wiggins,0,0,1.2,1.4,0.6,1.0,50.0,0.2,1.9,2.8,72.9,30.4,1,0,86.0,1.93,0,2021,55,0.2537313432835821,0.5527805527805528
850,Scottie Lewis,0,0,0.5,0.5,0.5,0.0,2.0,0.0,0.0,0.0,50.0,0.0,1,0,84.0,1.96,0,2021,56,50.0,0.5263157894736842
851,Jericho Sims,0,0,0.3,0.5,0.3,1.5,41.0,0.5,1.6,0.0,41.4,0.0,0,0,113.0,2.06,1,2021,58,0.5384615384615384,0.6738131699846861
852,Paolo Banchero,1,0,3.5,3.2,1.1,1.7,39.0,0.9,1.9,3.3,72.9,33.8,0,1,113.0,2.08,0,2022,1,0.36363636363636365,0.5555555555555556
853,Chet Holmgren,1,0,2.2,1.9,0.8,1.8,32.0,3.7,2.7,3.3,71.7,39.0,0,1,88.0,2.13,1,2022,2,0.35227272727272724,0.686298369432952
854,Jabari Smith Jr.,1,0,3.9,2.0,1.1,0.9,34.0,1.0,2.1,5.5,79.9,42.0,0,1,100.0,2.08,0,2022,3,0.38095238095238093,0.5678763440860215
855,Keegan Murray,1,0,1.3,0.5,0.8,1.6,31.0,1.3,1.9,1.7,75.5,29.6,0,1,102.0,2.03,0,2022,4,0.31481481481481477,0.5799436165928312
856,Jaden Ivey,1,0,2.2,1.8,0.7,0.8,24.0,0.7,1.6,4.0,72.6,25.8,1,0,88.0,1.93,0,2022,5,0.3225806451612903,0.49883449883449876
857,Bennedict Mathurin,1,0,2.5,1.2,0.7,1.2,26.0,0.1,1.7,3.5,84.6,41.8,1,1,95.0,2.01,0,2022,6,0.41666666666666663,0.6260869565217392
858,Jeremy Sochan,1,0,1.8,1.8,1.3,2.0,30.0,0.7,2.3,2.7,58.9,29.6,0,1,104.0,2.06,0,2022,9,0.42857142857142855,0.545994065281899
859,Johnny Davis,1,0,1.0,1.1,1.1,1.1,31.0,0.6,2.1,1.2,72.7,38.9,1,0,88.0,1.96,0,2022,10,0.2222222222222222,0.5025125628140703
860,Jalen Williams,1,0,1.4,1.9,1.3,0.3,33.0,0.5,2.6,2.7,76.3,35.2,1,1,88.0,1.98,0,2022,12,0.2903225806451613,0.5457122608079377
861,Jalen Duren,1,0,2.2,1.3,0.8,3.0,29.0,2.1,2.7,0.0,62.5,0.0,0,0,113.0,2.11,1,2022,13,0.4444444444444445,0.6116207951070337
862,Ochai Agbaji,1,0,1.1,0.9,0.5,1.0,22.0,0.5,2.0,3.4,69.4,30.7,1,0,98.0,1.96,0,2022,14,0.22535211267605637,0.5407124681933843
863,Mark Williams,1,0,1.0,0.7,0.6,1.9,23.0,1.4,1.5,0.0,53.7,0.0,0,0,109.0,2.13,1,2022,15,0.3829787234042553,0.639063906390639
864,Tari Eason,1,0,1.2,1.3,1.2,2.3,23.0,1.3,2.6,1.3,57.4,24.1,0,1,98.0,2.03,0,2022,17,0.31746031746031744,0.503448275862069
865,Dalen Terry,1,0,1.0,1.5,0.7,0.8,26.0,0.4,2.3,1.7,61.4,32.6,0,1,88.0,2.01,0,2022,18,0.4722222222222222,0.5218377765173
866,Jake LaRavia,1,0,1.7,1.6,0.5,2.6,30.0,1.2,3.2,0.9,62.5,40.7,0,1,107.0,2.03,0,2022,19,0.38571428571428573,0.5674615152429822
867,Malaki Branham,1,0,2.5,2.0,0.7,0.8,32.0,0.3,1.8,2.8,83.3,41.6,0,1,82.0,1.96,0,2022,20,0.3,0.599562363238512
868,Christian Braun,1,0,0.6,0.5,0.7,0.7,31.0,0.2,1.3,2.3,73.1,44.4,1,0,100.0,1.98,0,2022,21,0.19047619047619047,0.5786026200873362
869,Walker Kessler,1,0,0.8,0.3,0.5,1.6,29.0,0.9,1.2,0.1,53.7,25.0,0,0,111.0,2.16,1,2022,22,0.4516129032258064,0.5843293492695883
870,David Roddy,1,0,2.8,1.8,0.6,1.7,32.0,0.8,2.4,2.4,73.9,19.5,0,1,116.0,1.98,0,2022,23,0.4204545454545454,0.5399005446365143
871,Blake Wesley,1,0,2.7,2.4,1.3,0.7,35.0,0.1,1.9,5.1,65.7,30.3,1,0,84.0,1.96,0,2022,25,0.32539682539682535,0.494930400412442
872,Wendell Moore Jr.,1,0,2.2,1.9,0.9,1.6,25.0,0.2,2.1,0.8,80.6,21.1,1,0,98.0,1.96,0,2022,26,0.43548387096774194,0.49448713665218846
873,Patrick Baldwin Jr.,1,0,2.4,1.5,0.8,0.9,11.0,0.8,1.5,5.8,74.3,26.6,0,1,100.0,2.06,0,2022,28,0.2689075630252101,0.45081967213114754
874,TyTy Washington Jr.,1,0,1.5,3.9,1.3,0.6,31.0,0.2,1.5,3.3,75.0,35.0,1,0,88.0,1.91,0,2022,29,0.1926605504587156,0.5253204454717377
875,Peyton Watson,1,0,0.7,0.8,0.6,0.9,32.0,0.6,1.6,1.0,68.8,22.6,1,0,91.0,2.03,0,2022,30,0.27027027027027023,0.39520958083832336
876,Caleb Houstan,1,0,1.9,1.4,0.7,0.8,34.0,0.2,1.7,5.0,78.3,35.5,1,0,93.0,2.03,0,2022,32,0.2857142857142857,0.5293501048218029
877,Christian Koloko,1,0,0.3,0.2,0.3,1.0,28.0,0.9,1.3,0.0,35.0,0.0,0,0,104.0,2.16,1,2022,33,0.3333333333333333,0.47276464542651586
878,Jaylin Williams,1,0,0.9,0.8,0.5,1.1,26.0,0.7,1.9,0.9,74.2,30.4,0,1,109.0,2.08,0,2022,34,0.4444444444444444,0.5657492354740061
879,Max Christie,1,0,1.7,1.5,0.5,0.9,35.0,0.5,1.1,3.5,82.4,31.7,1,0,86.0,1.98,0,2022,35,0.25,0.4948124501197127
880,Kennedy Chandler,1,0,1.8,4.7,2.2,0.7,34.0,0.2,2.0,3.8,60.6,38.3,1,0,77.0,1.85,0,2022,38,0.25217391304347825,0.5397010289264221
881,Bryce McGowens,1,0,5.2,1.4,0.7,0.7,31.0,0.3,2.0,4.7,83.1,27.4,1,0,79.0,1.98,0,2022,40,0.49218749999999994,0.5318980528731994
882,E.J. Liddell,1,0,2.0,0.5,0.4,1.1,31.0,0.9,1.9,0.8,71.8,19.2,0,1,109.0,2.01,0,2022,41,0.5510204081632653,0.5418520016174687
883,Trevor Keels,1,0,1.8,2.7,1.2,0.8,36.0,0.1,1.3,4.8,67.0,31.2,1,0,100.0,1.96,0,2022,42,0.2755102040816326,0.5188360027069704
884,Moussa Diabate,1,0,1.6,0.8,0.3,2.4,32.0,0.9,2.7,0.4,61.9,21.4,0,1,95.0,2.11,0,2022,43,0.3823529411764706,0.5600497822028625
885,Ryan Rollins,1,0,2.6,2.5,1.1,1.0,30.0,0.1,2.7,4.2,78.6,32.3,1,0,82.0,1.93,0,2022,44,0.29203539823008845,0.5323489411307558
886,Josh Minott,1,0,1.5,0.9,0.8,1.6,33.0,0.7,1.8,0.4,75.4,14.3,0,1,93.0,2.03,0,2022,45,0.4166666666666667,0.5739130434782609
887,Vince Williams Jr.,1,0,1.7,1.0,1.0,1.0,33.0,0.4,2.0,0.8,68.8,24.0,1,0,93.0,1.98,0,2022,47,0.7272727272727273,0.5518018018018019
888,Kendall Brown,1,0,1.5,1.9,1.0,1.7,34.0,0.4,2.3,1.2,68.9,34.1,1,0,93.0,2.03,0,2022,48,0.33333333333333337,0.6344015696533682
889,Isaiah Mobley,1,0,1.2,1.0,0.6,1.5,31.0,0.6,2.2,0.9,52.1,28.6,0,1,108.0,2.03,0,2022,49,0.45999999999999996,0.5088223225276981
890,Tyrese Martin,1,0,1.1,1.0,0.8,1.9,33.0,0.3,2.1,3.2,64.8,31.1,1,0,98.0,1.98,0,2022,51,0.22222222222222224,0.5087939698492462
891,JD Davison,1,0,1.8,4.3,1.0,1.1,33.0,0.4,1.2,2.5,72.8,30.1,1,0,88.0,1.91,0,2022,53,0.38461538461538464,0.5528455284552846
892,Jabari Walker,1,0,1.3,0.5,0.5,1.3,26.0,0.5,2.1,1.7,77.8,52.3,0,1,91.0,2.03,0,2022,57,0.33333333333333337,0.6432501057977148
